Nome do Paiciente,Nome da Mãe,Data de Nascimento,CPF,CNS,CEP,Endereço,Número,Complemento,Bairro,Cidade,Estado
Allan Rivera Serrano,Marília Queirós Pena,27/08/1995,817.945.129-18,895365479042194,56210-513,Rua Paola Lozano,11,Apto 3310,Estrada Salas,Vila Bella,SC
Thiago Valência Ramires,Allison Madeira das Neves,20/08/1970,841.059.614-89,982289520079823,50400-844,Largo Olga,30645,Apto 5,Vasques Quintana,São Danilo do Sul,PE
Hosana de Freitas da Silva,Isabella Serrano Ortiz,20/06/1991,338.261.389-10,914561676632037,53140-733,Av. de Arruda,19,5º Andar,Galvão Marés,Porto Alexa do Sul,CE
Cléber Marin Sales,Kamila Rivera Rocha,29/08/2013,414.543.298-31,789691467864553,72394-816,R. Benício Grego,393,Bc. 3 Ap. 76,Vila Queirós,Vila Cristóvão do Leste,DF
Daniella Campos de Oliveira,Poliana Verdara Cruz,08/11/2000,445.580.575-39,888450204887845,48365-687,Largo Valdez,1553,F,Ferraz Rivera,de Souza d'Oeste,MG
Kevin Saraiva Meireles,Catarina Maldonado Beltrão,27/12/2004,553.241.585-42,803339311502114,80988-902,Travessa Juliano Gomes,477,Apto 8511,Pena Lovato,Jéssica d'Oeste,SC
David Reis Fontes,Clara Dominato Serra,11/10/2002,245.576.063-42,916242533608345,85844-131,Travessa Karina Paz,66294,Bloco C,Franco Santacruz,Pedro do Sul,AP
Edilson Marques Matias,Mari Gomes Padilha,20/07/1995,682.049.003-84,954616415129822,21271-367,Av. Suzana,22,Bc. 82 Ap. 90,Sepúlveda Pontes,Serra d'Oeste,MS
Julieta Padrão Rangel,Malu Ferreira Delgado,20/11/2012,391.280.859-73,893098266272418,46252-809,Rua Carmona,86,Fundos,Urias Delvalle,Graziela do Leste,PE
Leandro Delgado Neves,Olga Santiago Ortega,11/12/1996,073.647.249-58,902015925088321,15378-205,Travessa Sabrina,463,Apto 328,Vasques Maia,Vila Jácomo do Norte,RO
Matias de Oliveira Bezerra,Roberta Zambrano Sales,09/07/2011,613.496.778-50,768770176422746,04082-777,Travessa Vila,6044,F,Pena Salazar,Saraiva d'Oeste,RJ
Vinícius Domingues Santana,Amanda Camacho Fidalgo,05/03/1975,993.428.643-25,701076778501904,50162-570,R. Fernando,7,Bloco B,Teles Valentin,Vila Julieta,PE
Hernani Aragão Cruz,Ana Guerra Paes,06/12/2004,476.517.743-29,780409001745848,17800-892,Av. Manuela Quintana,5587,Bloco C,Rios Ferraz,Vila Tomás do Leste,RJ
Willian Soto Gomes,Alana Domingues Marinho,11/05/1986,179.051.741-90,934651845446816,47296-059,Rua Leal,5,1º Andar,Souza Fernandes,Bruno d'Oeste,MS
Carla Queirós Paes,Ana Vieira Salgado,14/07/2012,418.103.025-36,732684430916362,18962-395,Largo Denis,9,755º Andar,Serna Amaral,Gabriela do Sul,PI
Helena Pena Carmona,Mônica Estrada Godói,02/06/2013,907.389.877-35,736252063832939,06910-124,Travessa Fontes,7,Apto 94,Grego Colaço,Porto Stephanie,PA
Kelly Fontes Rodrigues,Nicole Ferminiano Maldonado,02/08/2010,924.460.130-31,720512794815312,81204-048,Largo Soares,28821,Anexo,Gomes Aguiar,Quintana d'Oeste,RO
Benício Vega Quintana,Graziela Rocha Santiago,04/11/2005,743.353.829-10,819771333198170,71107-863,Rua Serrano,14,Bc. 7 Ap. 60,Maldonado Delvalle,Santa Analu,ES
Tatiane Uchoa da Silva,Nathalia Chaves Galvão,04/06/1977,682.247.606-77,920191741088047,05624-710,Travessa Santana,8,3º Andar,Rodrigues Uchoa,São Olga,PB
Noel Santacruz Queirós,Rebeca das Dores Torres,25/08/2017,352.902.602-69,972323037554306,06260-669,Largo Guilherme,923,Bloco C,Urias Salazar,Maria d'Oeste,RS
João Barros de Freitas,Eduarda Prado da Silva,26/04/2013,953.375.299-86,885513911262537,67042-292,Travessa Clara Santacruz,1,Apto 476,Delvalle Abreu,São Daniele,SE
Mary Assunção Serna,Beatriz Ávila Cordeiro,31/12/2020,491.579.548-95,833465012019192,22189-667,Avenida Irene,312,767º Andar,Carvalho de Aguiar,Santa Regina do Leste,RR
Simone Alves Roque,Léia Vale Salas,28/07/2019,296.059.239-55,799037279809786,75593-218,Rua Quintana,11,Bloco C,Lovato Delgado,Abgail do Leste,PI
Everton Burgos Perez,Adriele Paes Corona,07/09/2016,580.388.973-31,942336171887129,28738-868,Largo Batista,786,Bc. 8 Ap. 15,Toledo Corona,São Fábio d'Oeste,PA
James Brito Zambrano,Maraisa Valente Lourenço,15/02/1983,355.768.727-97,972685316726765,61325-687,Avenida Karine Pereira,498,7º Andar,Grego Teles,Yohanna do Sul,TO
Débora Barreto Esteves,Giovana Branco Duarte,10/04/1996,021.394.822-20,742463918201704,57258-241,Travessa Allison,81605,Apto 26,Ferreira Batista,Dias do Norte,AC
Thomas Domingues Salas,Flávia Vila Meireles,12/08/2015,652.147.580-06,898411862188562,75151-890,Avenida Ronaldo,2,Bc. 76 Ap. 15,Delgado Rodrigues,Daniel d'Oeste,PR
Olívia da Silva das Dores,Sabrina Bezerra Branco,20/06/2003,620.935.363-07,704432720395874,52520-890,Travessa Nelson Meireles,7965,Anexo,Gil Marés,Santa Nicolas,SE
Alan Barreto Salas,Isabel Sepúlveda Marin,18/10/1993,252.983.526-85,712627817331726,76152-888,Avenida Gian Arruda,6852,3º Andar,Fernandes Valência,Porto Lavínia do Norte,PB
Betina Fontes das Dores,Bia Godói Carrara,04/02/2002,380.720.603-50,775236188889477,47946-267,Avenida Cléber Flores,19306,Bc. 53 Ap. 49,Faro Valentin,Queirós do Norte,AL
Júlio Marques Garcia,Andréa Ferraz de Souza,13/08/2022,819.104.434-09,892760441116295,89844-477,Av. Santiago,52904,Apto 54,Duarte Escobar,Elisa do Sul,RN
Davi Beltrão Lutero,Sarah Sepúlveda Medina,23/05/1984,755.722.335-79,922589085354335,93195-428,Travessa Rezende,7,Fundos,Carrara Galindo,Gonçalves do Norte,RJ
Laís Saraiva Duarte,Katherine Zamana Marés,22/06/1990,295.594.038-00,828870823929527,80553-973,R. Raissa Saraiva,470,87º Andar,Delatorre Lozano,Godói do Norte,BA
Constância Batista Soares,Karina Santos Gusmão,22/02/2015,502.377.147-44,987853079072249,18131-837,Av. Gil,5897,Bc. 47 Ap. 06,Sandoval da Silva,Soares do Sul,RJ
Filipe Alcantara Souza,Julieta das Dores Perez,24/06/1998,814.768.955-11,980920497560310,97137-899,Rua Serrano,31,Bloco B,Casanova Arruda,São Máximo,RJ
Laura Valência Rios,Micaela Madeira Alves,27/07/1996,663.331.039-00,831783870542254,27991-154,R. Ávila,5,Bc. 8 Ap. 74,Cordeiro Romero,Porto Marília,GO
Ian Santos Montenegro,Kelly Cordeiro Amaral,27/09/2006,692.098.604-38,731420715963407,73872-984,Avenida Chaves,56,Apto 35,Sales Souza,Porto Robson d'Oeste,ES
Danilo Beltrão Rosa,Dayana da Cruz de Freitas,10/03/1993,304.777.625-30,992271539175682,03566-389,Av. Marta,1,3º Andar,Molina Martines,São Aurora do Sul,PE
Victor Corona Molina,Gisela Galhardo Balestero,26/07/1976,092.082.076-09,825560426707461,23551-931,Rua Jasmin,25321,Bc. 3 Ap. 80,Barros Reis,Porto Adriel,RO
Simon Benites Dias,Caroline Galvão Corona,04/08/2001,949.014.440-18,794313423857056,67482-833,Travessa Poliana,86123,Bc. 86 Ap. 39,Galhardo Mascarenhas,Porto Luísa do Leste,MS
Ingrid Molina Carmona,Agatha Casanova Galindo,26/11/2017,693.926.251-20,775965493269382,77595-972,Avenida de Freitas,9458,Bloco B,Zamana Gomes,Diogo do Sul,PE
Sophia Marés Valdez,Eloá Rodrigues Deverso,11/12/2017,881.215.938-91,956098326258671,46522-476,Rua Téo Perez,84423,Fundos,Gonçalves Roque,Faria do Norte,DF
Gean Verdara Zaragoça,Renata Chaves Galhardo,20/09/2015,174.245.580-80,934548139863359,71430-384,Av. Paola,39,Apto 484,Santos Corona,Pena do Leste,GO
Edson Alves Jimenes,Talita Fonseca Medina,07/09/2011,906.681.244-31,996554175256110,58613-721,Largo Théo Feliciano,90,Apto 63,Madeira Guerra,São Márcia d'Oeste,MA
Richard Madeira Saraiva,Constância Dominato Batista,21/09/1992,172.293.691-69,735352730365669,14780-767,Largo Anita,15,Bloco C,Pacheco Pacheco,Fátima do Sul,PA
Verônica Meireles Meireles,Lidiane Feliciano Velasques,05/10/1997,717.754.263-94,834521294857151,14420-652,Rua Duarte,680,993º Andar,Espinoza Soto,Pena do Sul,MS
Mirela Saraiva Neves,Flor Rodrigues Lira,12/04/2003,316.309.770-71,962331764187681,25657-039,Largo Moisés Pedrosa,8552,Apto 274,Ferraz Franco,Salgado do Sul,RN
Paulo Rangel Prado,Cristiana Furtado Velasques,13/02/1993,714.822.093-90,941321492579108,02893-919,Travessa Burgos,45,Apto 3,Mendonça Feliciano,São Helena do Norte,RS
Sophia Velasques Carmona,Karina Maldonado Dias,06/01/1999,939.995.032-89,948080946866378,42144-751,Av. Raphael,8,Apto 3745,Soto Medina,Porto Gilberto do Leste,MG
Renata Saito Urias,Lavínia Gonçalves Espinoza,22/06/2006,477.841.238-92,910091086940290,36273-709,Av. Suelen,14,01º Andar,Carvalho Gil,Cervantes do Norte,RO
Maísa Carmona Pereira,Luna de Freitas Aragão,02/02/2019,545.037.734-70,976920853783313,62423-793,Rua Maia,1994,Anexo,Maldonado Fidalgo,Benício do Leste,RO
Gabrielly das Dores Maldonado,Andréa Alves Faro,22/03/1990,260.418.341-22,839770590578367,16073-698,R. Lorenzo,7036,Apto 33,Gil Pena,Luiz do Leste,PI
Kauan Mascarenhas Carrara,Ketlin Rivera Assunção,25/10/2005,492.733.502-08,844079543657966,66939-907,Avenida Carlos Cortês,51895,Apto 1,Delatorre Rangel,Santa Verônica do Norte,RJ
Valentina Velasques Bonilha,Isabelly Zambrano Domingues,22/02/1984,771.439.469-23,884653228301237,70650-209,R. Natal Meireles,5,2º Andar,Gomes Rico,Vila Léia,AP
Afonso Bonilha Valente,Ayla Santiago Deverso,05/07/1989,414.756.224-81,980097591237247,66263-047,Travessa Sophie Salazar,17871,Bloco A,Feliciano Neves,Santa Thalissa,PI
Lavínia Santacruz Ferminiano,Eva Vega Torres,07/10/2005,035.307.866-24,880837374274205,56825-927,Largo Andréa Neves,4662,Anexo,Abreu Alves,Flores do Sul,RN
Ivan Mendes Teles,Mari Campos Padilha,02/09/2011,936.770.917-05,756816725003039,26810-756,Rua Murilo Gonçalves,7087,833º Andar,Torres da Rosa,Roberto d'Oeste,MG
Ziraldo Brito Cervantes,Marília Montenegro Barros,12/11/2014,833.462.190-62,792878786058680,14357-905,R. Enzo,908,Apto 4,Rodrigues Espinoza,Bonilha do Sul,PA
Denis Soto Soto,Ivana Saraiva Ferreira,22/05/1975,503.438.928-20,756000671004433,75101-258,Av. Teles,93651,F,Mendes Martines,Garcia do Sul,PA
Hugo Perez Franco,Diana Soto Velasques,28/09/2015,509.950.118-42,841229115477602,51897-759,Rua Zaragoça,52,Anexo,Sales Santana,Diogo do Norte,RR
Marina Alcantara Rocha,Tainara Espinoza Serna,05/10/1972,641.822.522-84,863514988328486,98627-970,Avenida Isis Correia,6594,Apto 22,Quintana de Aguiar,Hugo do Norte,SC
Allison Lozano Pacheco,Silvana D'ávila Cordeiro,10/04/1998,277.910.304-38,870375654552553,14790-283,Avenida Eva Ortega,73,Bc. 14 Ap. 13,Rangel Feliciano,Porto Igor,PE
Juliana Sepúlveda Barreto,Naomi Bonilha Meireles,08/03/2015,662.257.168-66,766773879375950,31003-947,Av. Gabrielle,676,Apto 787,Leon Cruz,Barreto do Sul,AP
Simone Espinoza Faria,Talita Guerra Balestero,26/03/2015,539.455.231-25,862751719265164,95459-306,R. Escobar,349,Apto 427,Serrano Mendes,Porto Davi do Leste,TO
Karine Martines Guerra,Talita Ferminiano Uchoa,13/03/2018,049.001.407-08,931955363022361,96201-407,Avenida Ian Sepúlveda,566,Apto 737,Carmona Dias,Vila Raphael,PB
Ornela Mendonça Deverso,Esther Rocha Vieira,14/12/1998,345.881.281-40,933392020530636,35341-411,Av. Emerson,7196,114º Andar,Campos Paz,Porto Mariah,RJ
Willian Molina Mascarenhas,Madalena Sepúlveda Cordeiro,21/05/2002,814.782.496-33,706383607286346,56964-809,Rua Patrícia,9318,Apto 92,Furtado Perez,Vila Maraisa,BA
Silvana Meireles Lutero,Mari Ferraz Serna,15/11/1971,993.452.608-54,940074338100091,99156-298,Avenida Vieira,14,Fundos,Galindo Meireles,Feliciano do Sul,MT
Emílio Vila Burgos,Madalena Urias Verdugo,04/12/1992,404.480.645-45,728615197538227,14054-360,Rua Bittencourt,9,607º Andar,Grego Rosa,Graziela do Norte,SC
Théo Galindo Pena,Noemi Aranda Uchoa,14/06/1997,861.199.966-56,789000917767094,34443-995,Avenida Wilson,9,Bloco C,Martines Caldeira,Vila Gian d'Oeste,SP
Janaina Delatorre Soto,Carolina Estrada Deverso,03/01/1983,308.045.771-45,921508725231729,10878-743,Largo Luis,92296,Bloco A,Velasques Valência,Queirós d'Oeste,MT
Nicolas Godói Ramires,Laura Urias Maldonado,12/06/2022,214.358.252-84,888420440761868,87824-699,Avenida Eric Ramos,2,Apto 1,Flores de Arruda,Marinho do Leste,AM
Mari Paz Benez,Sônia Jimenes Fidalgo,08/03/1990,620.478.673-39,966814842509581,19872-323,Travessa Correia,1,F,Ortiz Delatorre,Corona do Norte,PI
Raysa Vasques Mendes,Dayane Valência Pereira,24/04/2017,988.356.406-60,950709131155666,27272-064,Largo Sandra Faro,1321,Apto 5577,Delatorre Vasques,Vila Valentina,AP
Moisés Rico Rocha,Ana Vasques Galhardo,23/06/1992,531.917.588-44,878074908584343,68624-488,Travessa Fernandes,460,4º Andar,Meireles Queirós,Santa Luciana do Leste,PA
Malu Flores Marés,Miriam Ortega Garcia,30/09/2011,698.641.122-79,734063669108717,07485-802,Av. Fontes,63784,Fundos,Rodrigues Paes,São Thaís d'Oeste,CE
Thalissa Pontes Matias,Laiane Delatorre Soares,28/01/2004,917.033.527-34,788789119030691,78633-255,Travessa Guerra,528,Bloco C,Vale Abreu,Pacheco do Norte,MT
Sérgio Rangel de Souza,Alexa Rivera Estrada,26/09/2003,445.714.933-04,703655077981179,50016-710,Travessa Camilo D'ávila,35,Anexo,Ferreira de Arruda,Domingues d'Oeste,TO
Marília Quintana Quintana,Alessandra Salgado Fontes,18/01/1983,281.061.047-96,914286245421786,80004-599,Av. Adriel Vieira,507,Apto 6019,Rosa Zamana,Santa Betina do Leste,PI
Andréa Assunção Santacruz,Manuela Paz Mendonça,24/08/1986,243.218.992-22,803286910350409,25291-207,Av. Adriano,229,Anexo,Matos Ferraz,Vila Kauan do Norte,RO
Tainara Sales Valência,Jaqueline Correia Guerra,13/09/1981,702.084.535-55,888850239905439,87158-631,Largo Saito,5,Bloco C,Padrão Vasques,Zambrano do Leste,BA
Rafael Alcantara da Silva,Ornela Lourenço das Neves,22/12/2016,617.776.215-85,759538796995106,27947-474,R. José,68,Bloco B,Valência Beltrão,Escobar d'Oeste,PA
João Duarte Burgos,Clarice Marés Chaves,17/01/2015,031.408.648-09,780269107505451,25350-469,Travessa Rogério Galindo,7116,Bc. 57 Ap. 59,Mascarenhas de Souza,Vila Alexa do Norte,TO
Benjamin Faro de Aguiar,Paloma Santos Valdez,01/02/2004,848.122.553-33,719123662539327,41550-083,Travessa Fonseca,471,Apto 404,Maldonado Esteves,Alícia do Sul,PE
Christopher Lira Rios,Juliane Faria Alves,14/04/2018,429.676.930-81,967169336629570,18193-899,R. das Neves,408,Bloco C,das Neves Ramires,Porto Cláudio,TO
Antonella Alves Lourenço,Adriele Rodrigues Teles,17/11/1972,834.457.389-04,929695585906798,28025-809,Rua Marques,598,Apto 1,Valentin Vasques,Porto Larissa,RO
Rodrigo Camacho Quintana,Cecília Delatorre Quintana,11/04/2020,945.241.330-11,955265820202484,83122-632,Avenida Demian Corona,5,Anexo,da Cruz da Rosa,Porto Benjamin do Sul,MG
Máximo Alcantara Galhardo,Franciele Galhardo Ramos,20/01/2013,085.979.398-26,819039111887003,95868-434,Travessa Corona,3,Bloco B,de Aguiar Ferreira,Santa Luan do Sul,AP
Aurora da Rosa Bezerra,Eliane de Freitas Santacruz,27/09/2001,645.785.156-80,727653163223878,82058-617,Rua Gustavo Leal,886,Bloco A,Azevedo Ferraz,Porto Gean,RR
Everton Benez Batista,Ohana Aragão Vasques,31/07/1980,680.030.618-57,931406238174602,25194-104,Rua Danilo,9,01º Andar,Romero Barreto,Campos do Sul,BA
Nero Dominato Santiago,Larissa Carmona Pedrosa,02/01/1988,767.011.748-68,750809801246352,66460-814,Avenida Arruda,30,Apto 8,Aragão Oliveira,Porto Nicolas do Sul,AL
Amélia Santiago Lourenço,Estela Correia Rios,13/02/2003,424.325.376-53,941789173722098,37366-318,Av. Guilherme Pena,32,Apto 2,Fidalgo Fernandes,Vila Débora,BA
Joaquin Esteves Mendes,Mariana Cruz Pontes,16/05/1979,134.655.778-09,867494617278972,78778-085,Avenida Vitor,8608,Apto 14,Prado Sepúlveda,São James,GO
Christopher Abreu Quintana,Suelen Espinoza Escobar,28/06/2015,255.819.556-54,902952264915140,83600-342,Travessa Mateus Cordeiro,2912,5º Andar,Uchoa Saraiva,Vila Carolina do Norte,SC
Carol Benites Medina,Agatha Lira Rezende,13/04/2004,618.251.721-29,906358216628947,47006-901,Av. Fontes,32615,Apto 1,Pereira Martines,Rangel do Norte,PB
Everton Branco Valdez,Pâmela Montenegro Rios,26/06/1984,499.731.233-95,942261459980167,69579-553,Rua de Arruda,69926,Apto 697,Caldeira de Oliveira,Vila Filipe,RO
Reinaldo Padilha Ortega,Sarah Valência Velasques,09/07/1998,263.580.308-09,764321714327076,02576-911,Largo Laura Martines,8,Bc. 3 Ap. 36,Lourenço Flores,Raquel do Norte,PI
Ester Corona Queirós,Lavínia Godói Escobar,18/08/1983,764.222.583-05,789911213487186,21177-967,Avenida Dayana,55647,Bloco A,Delvalle Maia,Pontes d'Oeste,MS
Alexandre Valentin Galvão,Nathalia Medina Dias,03/09/1977,373.894.486-95,792562256482482,61839-657,R. Jimenes,4812,858º Andar,Ortiz Uchoa,São Lia,RO
Laura Ferreira Cordeiro,Luiza Beltrão Roque,18/05/2020,169.035.611-10,802677611017170,35184-232,R. Evandro,4941,894º Andar,Pedrosa Pedrosa,Demian d'Oeste,SE
Guilherme Marés Rios,Eliane Lutero Mascarenhas,18/01/2023,764.751.580-20,737311707883778,34632-386,Largo Diana Delgado,89850,Apto 64,Burgos Bittencourt,Matos do Leste,MG
Christopher Soares Soares,Daiane Delvalle Aguiar,04/02/2007,961.028.676-37,837271172909472,86980-661,R. Allan Pena,31775,Bloco B,Marés Fontes,Vila Christian do Norte,PB
Sara Feliciano da Rosa,Clara Arruda Verdugo,07/09/1975,221.660.858-06,987160000390692,00729-609,Avenida de Freitas,58200,Apto 668,Marques Rico,Simão do Leste,RS
Kevin Carvalho Pacheco,Luara Fonseca Aranda,27/08/1997,270.693.988-59,856640177878755,53047-027,Travessa Lovato,6090,Anexo,Padrão Delvalle,Nero do Leste,PE
Emílio Medina Carmona,Jennifer de Arruda Jimenes,25/01/1997,555.280.387-66,754463424613126,73979-768,Av. Sara,1,Bc. 55 Ap. 32,Faria Valência,Santa Eliane do Leste,MS
Rogério Sanches Leon,Clarice Ferreira Corona,15/11/1995,282.705.551-18,912160409627380,88487-055,Avenida Madalena Ortiz,4,Bc. 84 Ap. 90,Marin Ramos,São Andres,RN
Ketlin Burgos Delatorre,Bárbara Maldonado Oliveira,27/04/1991,041.569.166-42,823441570358458,87762-259,Rua Esther,301,Fundos,Montenegro Faria,São Deivid,DF
Juan Aragão Lozano,Malena Bonilha Esteves,23/06/2008,269.282.439-37,956764250822709,09609-272,R. Letícia,61524,Apto 63,Zamana Marinho,Vila Maicon do Norte,PI
Fátima Marin Guerra,Luara Grego Sepúlveda,08/12/2022,030.244.629-02,802600554250987,02194-441,Av. Agustina Fonseca,66,Apto 9,das Neves Delatorre,Vila Adriele d'Oeste,ES
Maria Dias Feliciano,Sofia Romero Roque,05/06/1982,216.167.338-61,935178937674466,42098-158,Av. Luísa,64,Bc. 58 Ap. 60,Pena Campos,São Wagner do Sul,AP
Aurora Zamana Cruz,Eva de Freitas Sales,29/06/1991,084.138.899-79,783125485818400,71202-255,R. Irene,7366,Apto 7,da Cruz Grego,Vila Michael,DF
Thalita Abreu Gonçalves,Carol Alcantara Jimenes,05/08/1991,070.702.881-74,965447134098484,93683-076,Rua Emília Galvão,90,1º Andar,Sanches Deverso,Santa Regina do Norte,SC
Maísa Valente Arruda,Denise Lira Valência,08/09/1970,112.634.749-34,896332652463309,02945-294,Travessa Santiago Fidalgo,757,Fundos,Gusmão Oliveira,Benício do Norte,SE
Leonardo Valdez Valência,Michelle Soto Urias,22/04/1981,071.142.400-40,700868643858827,05941-199,Rua Bruna Soares,9,Apto 75,Quintana Aragão,Galindo do Leste,BA
Janaina Aragão Burgos,Emily de Freitas Salgado,18/02/1991,873.431.178-58,997211011847920,48822-655,Rua Carvalho,1,Apto 321,Valentin da Silva,Leonardo do Leste,PR
Larissa Meireles Ferreira,Paola Quintana Alcantara,09/05/1981,601.118.771-48,750879589052030,84446-523,Rua Ramos,1,Apto 1455,Ferreira da Silva,Bonilha do Norte,RJ
Josué Gonçalves Sales,Jaqueline Bezerra Martines,21/11/1973,523.497.219-49,880739093214007,35053-837,Rua Sepúlveda,78,Apto 77,Ortega de Souza,Porto Marina,ES
Sandro Rocha Galindo,Lorena Pedrosa Rangel,30/03/2011,033.332.717-96,968902535901674,85065-633,Travessa Cordeiro,299,Apto 048,Verdugo Quintana,Emílio do Norte,PR
Ruth Zamana Quintana,Betina Paz Perez,03/11/2007,326.401.663-01,886433205226865,23765-905,R. Josefina Furtado,2669,Fundos,Zamana Ortega,Ziraldo d'Oeste,DF
Anderson Aranda Bezerra,Antonella Dias Feliciano,26/11/1993,708.093.748-54,814188493769304,71531-000,Largo Agostinho Carvalho,67748,Bc. 99 Ap. 59,Serna Leal,Santa Nicole do Norte,PI
Luara Madeira Esteves,Violeta Martines Benez,14/06/2001,256.958.927-67,709837614800185,73979-741,Travessa Tamoio,87,Bloco C,Verdugo Carvalho,Mário do Leste,PR
Ícaro Verdara Meireles,Gisele Maldonado Zamana,21/10/1980,695.792.491-21,936912362744973,07289-047,Travessa Isadora,79105,Fundos,Salgado Soares,Mário do Leste,SP
Regiane Roque Aranda,Michele Solano Faria,17/02/1981,879.204.794-79,741887634546083,59764-382,Largo Luan,4,Apto 0968,Benez Zambrano,Laiane do Sul,AL
Renata Dominato Escobar,Sophia Pena Delatorre,15/10/2010,998.911.911-25,808401463285410,67651-843,Rua David da Silva,96225,Bloco B,Furtado Bittencourt,de Aguiar d'Oeste,RN
Suzana Prado Campos,Stefany Rico Medina,01/12/1989,239.846.596-95,877872806573833,31027-952,R. Cordeiro,61772,Fundos,Valdez Queirós,Mendonça do Sul,PA
Sueli Deverso Marinho,Paula de Aguiar Toledo,05/08/2015,510.946.889-32,956029868927601,80079-615,Avenida Janaina,1,Apto 686,Torres Martines,Lourenço do Norte,TO
Evandro Colaço Colaço,Ariana Saraiva Padilha,01/03/1984,835.230.735-53,795065328640501,72240-984,R. Luis,52443,70º Andar,Ferminiano da Silva,Roque do Norte,RN
Arthur Verdugo Cruz,Emilly Faria Bonilha,11/09/1977,636.981.331-13,766732814448014,71710-338,Rua Abreu,791,F,Abreu Mascarenhas,Pedrosa do Norte,SC
Joana das Neves Burgos,Luara Sandoval das Dores,01/09/1987,921.903.514-64,950847903899895,97886-507,Avenida Madeira,41525,Apto 5962,Verdara Arruda,Ferraz d'Oeste,SE
Hernani Faria Santacruz,Naiara Lutero Ferraz,08/04/1972,238.180.013-16,891846836586436,63243-778,Av. Alícia,21,Apto 96,Benez Zamana,Porto Rafaela,AC
Renan das Neves Serna,Maísa Corona Jimenes,04/07/2014,148.817.669-88,887903426349521,67482-383,Largo Cíntia,360,Apto 5,da Silva Zaragoça,Porto Clarice do Leste,TO
Hernani Queirós Batista,Rosana Reis Lovato,25/09/1994,114.808.952-70,756156304107438,90927-677,Avenida Feliciano,1675,0º Andar,Azevedo Beltrão,Tiago do Sul,RN
Afonso Maia Vieira,Mayara Garcia Rico,04/11/1977,383.826.277-81,733506161867954,32793-961,R. Leal,69,313º Andar,Ortega Serrano,São Pietra,SC
Lucas Leal Ávila,Thalia Toledo Gonçalves,17/04/2020,512.245.447-73,885532835449723,27633-541,Avenida Léia,1131,Apto 26,Aguiar D'ávila,José do Leste,RJ
Sara Saito Sanches,Ohana Roque de Freitas,07/11/1976,387.614.153-24,987151609448644,27634-233,Largo César Alves,32265,99º Andar,Pedrosa Mascarenhas,Toledo d'Oeste,PA
Malu Bezerra Rivera,Rafaela Lozano Roque,27/04/2007,624.944.958-22,836370408633181,84651-119,R. Mauro,886,Bloco A,Rico Velasques,São Marcos d'Oeste,PB
Luana Marin Faria,Olívia Aragão Ortiz,02/12/1987,652.103.929-61,734533818113127,86916-112,Av. Pietra Ortega,5,Apto 9629,Delgado Sanches,Galvão do Sul,AP
Márcia da Silva Marés,Melinda Sandoval Jimenes,14/02/1987,584.716.500-53,850394352153901,12158-185,Largo Paulina D'ávila,6629,Apto 1,Carrara Corona,Porto Katherine,PE
Emiliano Serra Velasques,Gisele Colaço Verdugo,21/03/2013,908.123.711-00,996501790966180,96086-273,R. Thomas Fonseca,61217,Bloco A,Carmona Ferminiano,Porto Demian,PA
Antonella de Aguiar Souza,Bia Cordeiro Lutero,05/09/1981,292.451.333-20,715900021128345,53383-902,R. Adriano Benites,15316,Bloco A,Rodrigues Velasques,Santa Ian do Norte,RO
Ítalo Romero Rivera,Nádia Pedrosa Aragão,24/04/2018,964.925.016-67,838042167100351,41884-757,R. Karina de Souza,50,Fundos,Matos Faro,Hugo do Norte,PB
Sara Maia Santacruz,Isabella Assunção Rangel,13/08/1980,834.257.630-24,712144138010227,42125-786,Avenida Amanda Abreu,7887,Fundos,Uchoa Marin,Fonseca d'Oeste,SE
Nicolas Quintana Pena,Marília Camacho Sanches,05/12/2003,061.923.619-16,734547814653694,69478-471,Av. Gean Solano,7,Fundos,Pacheco Perez,Dias do Norte,SP
Tâmara das Neves Furtado,Késia Montenegro Pacheco,24/07/1995,979.843.072-70,834656129246781,78106-321,Largo Afonso Domingues,6,Anexo,Delatorre Benites,Bittencourt do Leste,MS
Maicon Lovato Leal,Katherine Fidalgo Deverso,26/02/2012,121.586.005-60,709428059672198,27636-128,Largo Hugo,83,Anexo,Dias Rico,Jimenes do Sul,PA
Davi Corona Lourenço,Malena Madeira Lourenço,25/05/1989,587.472.052-96,744144926820876,57994-888,Travessa Burgos,46036,Bc. 0 Ap. 44,Santos de Aguiar,Vila Elis,PR
Bárbara Godói Casanova,Tessália Franco Gomes,18/09/1988,161.072.834-39,813262294237111,09438-504,Largo Flores,8,Bloco C,Godói Zamana,Vila Willian do Sul,PR
Rogério Teles Rivera,Regina Montenegro Ferraz,27/03/2008,390.581.209-61,799538610849596,18573-757,R. Neves,3,F,Balestero Dominato,Porto Teobaldo do Leste,PE
Elizabeth Rangel Grego,Alícia Bittencourt Mascarenhas,16/11/2017,236.183.860-52,796839165786183,36942-917,Travessa Maximiano,6,Anexo,Amaral Queirós,Horácio do Sul,PI
João Verdara Benez,Carol Queirós Lourenço,11/12/1994,937.440.421-46,987403567899642,80804-626,Rua Cezar,1006,Bc. 0 Ap. 68,Balestero Neves,Fernanda do Sul,ES
Lidiane Ortega Correia,Olga das Neves Leon,04/06/2018,341.050.840-62,761596935275484,86380-898,Rua Anderson,616,F,Dias Marés,Santa Janaina d'Oeste,AC
